id	text
80709	在此之前根据数据分析，有一组方舟支援舰队会经过你们所在的位置。 
80710	【Joyce向您发送数据文件，是否接收？】 
80711	【确认接收。】 
80712	这是方舟支援舰队的规模和预估路径，请务必清剿该舰队。稍后司令部会安排援军和你们汇合，一起行动。 
80713	希望方舟的支援舰队受袭击能极大程度地吸引他们的注意力，以便掩饰你们和援军的“搜救行动。” 
80714	明白。 
80715	姑娘们，不需要限制手脚尽情战斗吧，指挥官又指派了更多的卫士来配合你们。不过，请尽量拖长战斗时间。 
80716	太好了，我已经能想象到方舟那个司令气到爆炸的表情了。说不定会大发雷霆说，‘都是一群废物！死不足惜！’ 
80717	……虽然不想为方舟讲话，但……什么时候‘长官’给了你这么冷酷无情的印象了? 
80718	我们的长官很好，方舟的就说不定啦。她们的长官脾气都很差，为什么会有这么差脾气的人形啊。 
80719	我看那个方舟的司令倒不会骂自己下属，而是会不停骂我们卫士吧…… 
80720	好了去吧，平安回来，这点事难不倒你们的。 
80721	【アーク部隊「E戦区」第一戦隊指揮室。】
80722	什么！支援舰队被全部击沉？！ 
80723	ガーディアンの大馬鹿！邪魔邪魔おじゃま虫！そんなにわたくしと喧嘩したいのかしら！？
80724	【乌拉妮娅大力拍在桌子上，抬手去掀桌子。但与基地地面相连的机械桌子纹丝不动。】 
80725	被包围着还不老老实实的，居然敢给我搞这么多事……本大人一定要把这群碍事的家伙给捏碎！ 
80726	【通讯信号强制链接中……】 
80727	乌拉妮娅，你是否忘记什么才是我们这次的目标。 
80728	计划被一次次打乱，我现在要怀疑你的能力了。 
80729	传令官！我……都是那群蠢货！ 
80730	避难所即将进入觉醒程序，快把你的麻烦处理干净，集中火力在正事上。 
80731	数据出来了，这个避难所里‘诺亚’数量占总数的三分之一。清除无关的，把“诺亚”平安带回来。 
80732	不过我有注意到名单上有一个人，他……也一样“清除”吗？ 
80733	需要把“人类清除计划”再给你念一遍？ 
80734	很不错，干脆利落的截击行动。这样一来，敌人的部署被进一步打乱，我们则争取到了更多的时间。 
80735	恭喜，再一次证明了自己的能力啊新指挥官。 
80736	说起来如果你的身份没有伪造的话，我可真得庆幸下当初没和你在战场上见面了…… 
80737	Joyce：事实上，你们并不是一个指挥级别…… 
80738	ダイアン長官……今さら大戦の時ことを話さないでくださいよ……。
80739	放轻松小玛希，开个玩笑不要那么紧张。我想指挥官也不会介意的吧。 
80740	反正世界大战，核武末日什么的……都是几十年前的事情了…… 
80741	毕竟，面临毁灭的危机还要窝里斗的话，人类就真的要完蛋了。 
80742	Joyce：司令，很抱歉打断您。容我提醒，您还剩下三分钟。 
80743	好了好了，闲话就这么多。给你个好消息，司令部安排的援军已经出发了。 
80744	【Joyce向您发送了位置信息，是否接收?】 
80745	看到坐标了么，就在那里和增援汇合吧。 
80746	休整一下就准备出海吧，一定不要迟到哦，约会时让女孩子们等你可不是绅士所为。 
80747	司令，不要这样子啦~ 
80748	这么快就吃醋啦？ 
80749	汇合点的坐标，离之前发现‘方舟’探测船的位置不是很近呢…… 
80750	嗯，虽然会比较绕。但如果一早就往发现‘方舟’探测船的位置进发的话，我们真正的目标立刻就会暴露。 
80751	现在敌人的注意力都在我们这边，针对‘避难所’状况的探测工作，一定程度上会放缓。 
80752	所以这意味着，我们要在数量众多的敌人‘围观’下，绕更远的路再去救援避难所，打敌人一个措手不及…… 
80753	没错，让他们以为我们只是想要突围，而不是冲着避难所去的。 
80754	听起来就很辛苦…… 
80755	伏罗希洛夫小姐，身体感觉还好吗？ 
80756	嗯，已经好多了，就是偶尔会有些头痛…… 
80757	真奇怪呢，明明我们作为人形介面，应该是不会得病的…… 
80758	伏罗希洛夫……你来指挥室是有什么事情吗？ 
80759	嗯……没有，只是在散步，走着走着，面前就是这个房间了，对了…… 
80760	【伏罗希洛夫转向这边盯着看。】 
80761	そこの人類の指揮官。あなた頭痛薬もってない？
80762	舰队出发！各舰切记明确自己的分工！小队拼命突围吸引火力，大部队不要恋战尽快前往目标位置！ 
80763	嗯？通讯？这个信号…… 
80764	玛希，有个信号想要强制切入，能把它踢出去吗？ 
80765	嗯……我试试……啊~不行！动作太快了！我拦不住它！ 
80766	【通讯信号接入……】 
80767	胆小鬼是想要逃跑吗？ 
80768	怎么，不说话了？平时一提起方舟就骂我们心狠手辣，我看你们也不遑多让。击沉了人家的手下，还抢了人家的基地，甚至连增援都不放过！大闹一番说溜就溜，想的太美了吧。 
80769	我只是把你们对我们做的，一一奉还。 
80770	那就谁也别怪谁了，有仇的报仇吧！我绝对会让你们葬身…… 
80771	……闭嘴。 
80772	玛希，能找到她是从哪里切进来的吗？ 
80773	找到了！这就把这个链路切断！ 
80774	……什么？喂喂！别太嚣张了，你们最好给我记住，我…… 
80775	【乌拉妮娅的通讯信号被玛希切断了。】 
80776	别忘了是谁挑起的战争，我才没空去记你手下的杂鱼…… 
80777	彼此记好各自失去的同伴吧…… 
80778	库欣！别打了，我们的任务是尽快到达汇合点，剩下的交给垫后的小队吧。 
80779	哦，来了。那个乌拉妮娅好奇怪，她们不是可以同步数据到服务器吗？为什么还一副要为伊莱卡和我们拼命的样子？ 
80780	什么逻辑啊，就算战场上死了也是她们自己挑起来的。 
80781	大概有特别的原因不能重塑身体吧，跟我们无关……有些人就是这样，总是喜欢把过错推到别人身上，如果不追着我们报仇，大概她会被自己的内疚感杀死。 
80782	快跟上队伍吧，援军可能已经在等我们了哦~ 
80783	报告，舰队已经接近预定的汇合位置！但是…… 
80784	現在、友軍艦隊の姿が見当たりません。友軍艦隊からの連絡も……。
80785	因为‘方舟’在这一海域部署的强力干扰，我暂时也无法联系到支援舰队…… 
80786	不过担当支援舰队旗舰的也是个有资历的老兵，不用太担心。 
80787	可是一直等下去也不是办法…… 
80788	我在想既然避难所觉醒程序的准确启动时间，会根据天气，周边海域安全等各方面因素决定。现在天气和海面都很稳定……会不会马上就要…… 
80789	现在呢，还没有支援舰队的消息吗？ 
80790	正在排除干扰，但倘若支援舰队消息未成功传递，我也无能为力。 
80791	库欣小姐，你说我们还要在这里等多久？ 
80792	不要问这种会折磨人耐心的问题啦…… 
80793	啊……都两个小时了，支援舰队还是一点消息都没有，我开始担心了。 
80794	才开始？ 
80795	我在你眼里难道就整天都在焦虑吗……我们是要救那个博士吗？连避难所什么时候觉醒都不知道，要怎么在众多救生舱里找到他啊？ 
80796	你忘了长官怎么说的么，把所有人都救下就可以了。 
80797	说是这么说，可是…… 
80798	话说，我们要不要先过去，时间快来不及了！ 
80799	仅靠我们，就算先到了也没用，还会引起方舟的强势反击。 
80800	……嗯嗯嗯嗯—— 
80801	嘶——能不能别在公频里发出这种声音。当初设计你的时候怎么想的？怎么连焦虑症都加进去了？ 
80802	【通讯接入中……】 
80803	哦！总算是接通了！这可真不错！ 
80804	支援吗？！ 
80805	诶？！列克星敦大姐？你是被派来支援我们的吗？ 
80806	啊，是小勇敢！有熟人在就好说话了，没错哟。抱歉路上的敌人比预想的还要难突破些，可能要晚些才能到预定位置…… 
80807	还要多久？ 
80808	难说，因为干扰我们联系不到Joyce，得不到数据支持只能自己规划路线。为了避开‘方舟’的大部队，我们已经几次修正航路，但是‘方舟’这边似乎不会轻易让我们过去啊…… 
80809	啊啊，但是那边都快开始觉醒了！ 
80810	我们正在全力赶过来。 
80811	もう少し待つ……。
80812	一旦方舟部队的探测船开始频繁活动，就意味着那里的‘避难所’就快要进入‘觉醒程序’了。 
80813	如果载人逃生舱开始上浮的时候，我们还没到达位置的话…… 
80814	那些觉醒的人就要像我们以前一样，孤立无援地面对炮火了。那么我们就只能再一次，在方舟部队的火力覆盖下，从海水和残骸中寻找零星的幸存者了。 
80815	而且万一博士被他们重点攻击…… 
80816	别这么悲观，我在想……如果博士对我们来说有重要意义，那方舟是否也……  
80817	【指挥台传来嘀嘀声】 
80818	等等，有消息了！ 
80819	报告指挥官，前方舰队已经成功和南部方面司令部的支援舰队汇合。现在她们正在竭尽全力赶往‘避难所’所在位置。 
80820	但是棘手的是，支援舰队带来的探测船已经接收到了来自‘避难所’的定位信号…… 
80821	已经觉醒了吗…… 
80822	恩，现在舰队离估测的信号源区域还有相当的距离……这意味着，方舟很可能已经开始攻击‘避难所’了，我们拥有的时间比之前预想的更短…… 
80823	【方舟部队】 
80824	探测船已经定位到避难所位置，与服务器记载的位置信息有一定偏差。根据目前的海洋流速计算，舰队半小时后会到达上浮位置。 
80825	尽快。 
80826	是。 
80827	。。。 
80828	（吐了吐舌头，做出鬼脸）哼哼，尽快尽快。 
80829	【新通讯请求正在链接，是否接通……】 
80830	谁啊，不知道本大人在忙吗？ 
80831	你在执行任务？ 
80832	是你啊~废话，本大人作为总指挥可是很忙的，不像你在“伊甸”养尊处优。 
80833	……感觉问了也是白问，本着人道主义还是通知你一下。 
80834	蒂亚执行任务的时候出事了，而且服务器里同步的“云数据”出现了严重冲突导致损坏。“主教大人”进入她的数据调整的时候，居然被抵抗了。 
80835	你……你在说什么？ 
80836	本来想问你要不要来见她最后一面，不过等你回来她的数据都损坏得差不多了。 
80837	……怎么会？从来没出现过这种情况…… 
80838	具体不清楚，“主教大人”在查，当时蒂亚好像是被“废铁”给抓了。 
80839	！！！ 
80840	干扰太强了！这么弱的信号无法锁定避难所精确位置。 
80841	完了完了，抢不过方舟了。凭借她们的信号敏锐度和数据处理能力，一定能比我们先到达目标点。看来只能硬上了，干翻她们！ 
80842	成功锁定目标方位，已将坐标共享至卫士网络。 
80843	收到！就在前面！哇哇，Joyce神助攻！ 
80844	感谢您的夸奖。 
80845	探测船继续注意搜索新增的救生舱定位信标！ 
80846	现在载人逃生舱随时可能上浮，一定要注意规避碰撞！ 
80847	【索敌系统红色预警响起】 
80848	等一下……索敌系统……这是故障了吗？怎么全是敌人 
80849	嗯？……这是！ 
80850	这，恐怕不是故障啊，库欣。 
80851	【Joyce：敌情红色预警，大批方舟部队已包围目标位置。现传达司令黛安命令：‘竭尽全力打捞救生舱，安全地退回15队临时基地。’】 
80852	救援舰队到达目标位置，已经开始执行司令的指示了。 
80853	现在怎么样了？ 
80854	水面已经有数艘载人逃生舱浮上，方舟部队的主力舰队也在现场，双方正在接战。 
80855	他们想干掉人类也想干掉我们。 
80856	好在之前已经拦截他们的支援舰队，双方兵力悬殊并不大。 
80857	可是，水面上那么多不明情况的幸存者，这该怎么打？ 
80858	敌人位置占优势，再让她们构筑起包围阵型就很难办了。 
80859	如今已经没时间再多作布置，冲过去打散敌人的阵型部署是我们唯一的机会。 
80860	同时也要阻止敌人炮轰逃生舱，为回收部队创造救人的机会。 
80861	ハーディちゃん、私たちは包囲を突破する。君たちは即座に入り込んで脱出カプセルを引き上げて。
80862	好的，不过全部打捞，还是有点压力。 
80863	为什么我注意到方舟也在打捞？? 
80864	比我们早到一步，居然没有直接攻击而是形成包围阵型…… 
80865	看起来像是在找什么？ 
80866	博士を？
80867	派一批围住他们的打捞舰，看时机抢过来！ 
80868	我这边收容完毕！ 
80869	我这里也是！
80870	根据探测船数据，水下的设施已经结束“觉醒程序”，停止活动了。 
80871	要尽快搞定他们的打捞船！ 
80872	打捞船周围敌舰清除完毕，请回收部队尽快吞并救生舰。 
80873	水下还有反应吗？ 
80874	已经停止活动！ 
80875	尽快脱离接触，往西南方向撤退。 
80876	接下来跟随指挥官的作战计划，主力掩护回收部队撤回。 
80877	各舰！接到撤退命令了！大家收缩编队，准备掩护回收部队脱离接触！ 
80878	帮我一下！我这里有两位追求者不舍得我离开呢！ 
80879	收到！马上就……呜！ 
80880	【列克星敦舰体剧烈震动】 
80881	是哪里…… 
80882	!! 
80883	那是……难道是强袭舰‘维拉’！！ 
80884	飓风维拉，重武装强袭舰……竟然，被她们改造成了这个样子…… 
80885	毕竟已经不是‘守卫者’了……不过，这种等级的战舰出现在这里，也就表示…… 
80886	啊……方舟部队‘E战区’的长官亲自出马对付我们来了。 
80887	还真是说到做到…… 
80888	犬！有方舟的通讯信号强制切入！ 
80889	又是来放狠话的吗？ 
80890	貌似踢不掉……讨厌这种技术压制的感觉？ 
80891	所以……你们一开始就是冲着这里来的？ 
80892	和你们这些叛徒没什么好说的。 
80893	笨蛋！榆木疙瘩！无药可救！ 
80894	事到如今还以为能轻松干掉我们吗？你们损失也不少吧！ 
80895	不得不承认，你们比我想象的更能挣扎，但是现在开始，由我！乌拉妮娅大人亲自来做你们的对手！ 
80896	先是你们的前方舰队，包括你们的指挥部，一个都跑不了！ 
80897	口气真大，谁干掉谁还不一定呢。不过在把你送入水底之前，我也有个问题要问。 
80898	‘清除作战’的详细内容是什么？到底是什么！让你们将原本用来保卫人类的守卫者军舰改得面目全非，四处屠杀！ 
80899	如果是想消灭人类然后取而代之，这对现在的人形来说根本不可能。所以你们想做什么，到底是谁，给了你们这个指令！ 
80900	哼……你们自己选的拒绝执行，现在又来问是什么？现在知道自己错了？！ 
80901	可惜，本大人才不会告诉你们答案，一群落后的废铁工具。 
80902	从你们打捞救生舰的行为，可见你们也并不是无差别消灭人类…… 
80903	【乌拉妮娅切断了通讯信号。】 
80904	……这个莫名其妙的家伙…… 
80905	大概是以为众人皆醉他独醒吧，认为自己的选择是正确的……虽然这话，不适合身为人类的我来说。 
80906	算了。玛希，拜托帮我接救援舰队。 
80907	【玛希接通了前方舰队的通讯信号。】 
80908	指挥官！犬小姐！ 
80909	小勇敢，情况怎么样？ 
80910	不知道为什么，刚才敌人舰队停止了攻击，只是封住了我们的航路！ 
80911	但是刚才的战斗中，列克星敦、塞班她们都受到了严重的损伤，那艘样子奇怪的大战舰……我们…… 
80912	小勇敢，大家，冷静下来听我说。 
80913	你们面前的是曾经守卫者配备的精英级重武装强袭舰，火力和机动的水平都是顶级的，以它的机动力，不管舰队转向哪个方向撤退，都会被马上追上的。 
80914	那…… 
80915	撤退，已经不可能了吧。 
80916	是的。
80917	接下来的决战无可避免。一旦我们成功，这次行动将成为战争开始以来最成功的海上救援行动，或许也将成为这场争斗的转折点。 
80918	希望这场人类和人形之间的战争能够尽快结束。 
80919	22
80920	4
80921	Joyce:报告长官，根据前方数据分析，卫士人形没有“异常情况”。 
80922	黛安：没有猜错的话，卫士的核心指令与那些不同，暂时还是靠得住的……联系前段时间的信息异常波动，还以为卫士也被控制，如果这样的话，我们真的是举步维艰了。 
80923	Joyce：我们检查过代码，没有问题。不过Joyce还是会持续关注卫士的数据变化和行为表现，尤其是人形伏罗希洛夫。 
80924	黛安：嗯，继续派人增援吧，暂时不需要防备她们了。 
80925	什么，不是说这已经是她们的全部兵力了吗？怎么又来了一支舰队，可恶！ 
80926	【舰船自检警示：……】 
80927	【船体内部损坏程度：78％，积水程度：68％……】 
80928	【系统提示：舰船受到重创，需要立刻检修……】 
80929	检修什么检修，花那么多力气给你改造就只有样子吓人吗！要我这个时候撤离，没可能的！ 
80930	【总部通讯请求提示】 
80931	【重复，总部通讯请求提示】 
80932	是叫本大人撤离的吗？可大人我不想啊……不可能就这么回去的，不可能的！ 
80933	【总部系统强制覆盖中……】 
80934	【总部覆盖完成，‘传令官’获得‘维拉’强袭舰控制权】 
80935	乌拉妮娅！我命令你撤离！ 
80936	为什么！为什么又要撤离，之前你也叫我撤离！那群家伙连“同步”都没有都敢拼到最后，为什么我们不能！ 
80937	因为没必要，我们有更好的打算。作为一个“大人”，能不能成熟点？ 
80938	蒂亚她？ 
80939	你还有心思关心别人？ 
80940	呼……呼……敌，战区司令旗舰撤离了！前一刻还一副鱼死网破的样子。 
80941	我们算……成功了？ 
80942	そう、みたいね……はぁ……疲れたわ。
80943	剩下的敌人也开始撤退了……赢得像做梦一样…… 
80944	哈哈哈……你船身上的弹孔可以提醒你这是真的，这不是梦~ 
80945	别戳人伤口啊，列克星敦大姐…… 
80946	返航吧！回我们的基地，带着幸存者们一起！ 
80947	【众人：“哦！”】 
80948	怎么样，找到了吗？ 
80949	正在一一开启并检查幸存者情况，不过，有不少人……似乎在觉醒前就已经死亡，疑似是救生舱质量问题。 
80950	有多少人知道？ 
80951	只有我。 
80952	我会向指挥官和司令汇报此事，还请详细记录信息。只希望博士不在此行列。 
80953	……等等，我想我找到了我们那位博士…… 
80954	只是…… 
80955	【一天后，第十五特遣舰队基地指挥室门前】 
80956	啊~不要到处乱跑啊小朋友！ 
80957	伏罗希洛夫小姐！我都说过很多次了吧？不要带小朋友们到指挥室这边啊~~ 
80958	嗯……突然有些头痛，指挥官不在吗？ 
80959	要头痛药的话请到医院，需要调整的话请到医疗维护中心，还有请不要岔开话题！ 
80960	可是，孩子们多可爱啊…… 
80961	嗯我知道，但是这边可不是游乐场啊，拜托你带孩子们去其它地方玩跑步吧！ 
80962	玛希…… 
80963	嗯？？
80964	我有预感……指挥官马上就要来了，所以不能走。 
80965	完啦~伏罗希洛夫小姐完全不好好听人说话啊…… 
80966	【一进门，就撞上了一个小男孩。】 
80967	【小男孩抬起头，呆呆地看着这边。】 
80968	【报以和善的微笑。】 
80969	【小男孩嚎啕大哭了起来。】 
80970	天啊……指挥官您先稍等一下，我去把孩子们送走…… 
80971	【玛希带着孩子们出去，门口碰到了犬。】 
80972	【犬愣了愣，伸手摸向其中一个孩子的头，脸上露出一个少有的微笑。】 
80973	【但孩子“哇”一声哭了出来。】 
80974	……（我有这么可怕吗） 
80975	早上好，犬。 
80976	又把孩子随便带出来……伏罗希洛夫。 
80977	伏罗希洛夫，我再强调一次。即便是指挥室门外，也不可以随便带人过来。既然不舒服，早点回去休息吧。 
80978	指挥官，如您所见，我们上次的救援行动成功地从各个逃生舱中回收了超过百分之八十的幸存者，其中还有不少儿童。以及麦克斯博士……我们都需要尽快将他们护送回南部基地。 
80979	另外，基于您之前在指挥作战行动时的卓越表现，总部有意对您进行直接表彰，包括部队的重整，和对您的正式任命，也将转至卫士总部进行。 
80980	接下来的返航，建议您，尽早准备。 
80981	犬等等，我帮你向上级做了申请。司令允许你返航路上参与作战。 
80982	啊？哦，好的。 
80983	接着，犬离开了指挥室。 
80984	【玛希，犬为什么会被禁止出战？】 
80985	犬……她在之前的任务中受了伤，高级人形本来就在少数，就……不过这不是主要原因。 
80986	与其说是被禁止出战，不如说是解除全部武装力量。至于原因，还是让她告诉你把…… 
80987	【好吧……】 
80988	另外我们给博士进行了简单的复健，他还是什么都没想起来，更不知道自己为什么会在这个避难所。他看起来有些怪，不知道是不是错觉，似乎很仇视我们？ 
80989	好在，他的专业知识并没有丢失。总之，一切都要回到总部才行。 
80990	许多年以后我才知道，那其实是我被重新覆写后投入‘海战’的第一次苏醒。/n当时被敌人的炮火追得跳脚的画面还真是令人怀念……指挥官还晕船了。 
80991	老实说我不知道为什么人类对‘毒舌’属性如此得偏好，还乐此不疲地写进人形的核心设定。/n也许是因为他们也在内心不安着，我的“伤人恶语”可以让他们有赎罪的快感。 
80992	我是一个T105组人形。人形与人类的区分也许是……他说无论如何都会找到我，我哭着与他告别。/n可当我被重新激活的那一刻，什么都没有了，我甚至以为什么都没有发生。/n只剩下一个背影在端脑闪过，睁开眼我便看到了指挥官…… 
80993	T105组人形马汉听从您的指挥，请将战斗交给我们吧。 
80994	咦？只有我们三个保护指挥官吗？ 
80995	三个已经是上天垂怜的结果了。基地能源即将耗尽，没有余力激活更多人形。 
80996	这么说，能和您相遇还真是件浪漫的事。人形库欣听从您的指挥！ 
80997	来不及认亲了，避难所就快坍塌了。指挥官，我们应当立即撤离！ 
80998	倒计时是……三分钟。 
80999	接下来要分秒必争了！我们走！ 
81000	库欣小姐，你把我的鞋踩掉了…… 
81001	指挥官要是惜命还是乘坐我的船吧…… 
81002	啊啊~~快帮我看看我的船屁股是不是被击中了！ 
81003	你这个断后的位置，能看到你屁股的只有敌人。 
81004	可恶，这些船为什么要攻击我们啊！ 
81005	看上去像是守卫的船，却对我们下死手。 
81006	所以到底怎么回事啊？为什么刚出门就被一整个舰队袭击？！ 
81007	别十万个为什么了，逃命要紧。 
81008	是的，塞班小姐的舰船上还载着指挥官呢。 
81009	指挥官还好吗？开太快指挥官会不会晕船？ 
81010	晕船也没办法啊，敌人都追到屁股后面了！ 
81011	要完…… 
81012	追上来了，我们可能走不掉了…… 
81013	难道刚激活就要沉在这吗！ 
81014	不行，我们要保护指挥官！塞班你快走！ 
81015	不好意思，你们走不掉了~ 
81016	私は獲物がスコープ越しに足掻いてる姿を見るのがと～っても大好きなんだ。
81017	马汉！ 
81018	抱歉我被击中了，不要管我，你们先…… 
81019	好战士可不能轻易放弃啊！ 
81020	避难所已经坍塌了。 
81021	那就糟了…… 
81022	大批敌人正在逼近，你们先走！我们来拖住她！ 
81023	大那你们……敌人正在逼近，你们先走！我们来拖住她！ 
81024	不用担心我们，保护好你们的指挥官。 
81025	分什么先后，反正你们都得死。 
81026	想要追过去，先过我这关吧！ 
81027	我喜欢你的献身精神~ 
81028	动作快！不然就来不及了！
81029	好，你们也要小心！ 
81030	【第十五特遣队临时基地。】 
81031	【即将返航的十五特遣队进入最后准备工作。】 
81032	第十五特遣队“母舰”开始与“临时基地”壁隔建筑分离，再次提醒全体人员注意安全。 
81033	【10分钟后，分离进度54%……】 
81034	【系统提示，“母舰”已分离完成。】 
81035	成功完成战略转移！大家还好吗？！ 
81036	舰体都有不同程度的受损，不过主要还是‘精神伤害’，这些敌人都是哪来的？ 
81037	话说这里是15号基地吗？暂时很安全的样子，可以好好休整一下。这里好像是附近唯一一处没被敌人占领的地方。 
81038	这里的守卫是早就撤离了吗？看起来一个人也没有…… 
81039	你们是幸存者吗？安全系统没有提示外敌闯入，所以我猜你们是…… 
81040	对，我们是幸存者，不过你是谁？ 
81041	我是15号卫士基地的留守人类副官，我叫玛希。 
81042	因为战火我们失去了与总部长官的联系，接收不到上方的指令，正如你看到的，我们的指挥室只能进入休眠状态。而我无法获取指挥台的控制权。 
81043	虽然不知道是多高级别的人类可以激活它，可以让我们的长官试一下吗？ 
81044	【确认激活】 
81045	反应堆激活完成了，指挥官身份转移成功！您现在是15号卫士基地的新指挥官，恭喜长官获得指挥台的控制权限！ 
81046	现在您可以依托指挥台的控制系统，使人形与舰船武器链接，让人形化身为舰抵御敌人的攻击。这样，我们便无所畏惧。 
81047	那么接下来，就拜托指挥官和大家了！ 
81048	【补给的船只环绕在周围，维修机器人攀附在“母舰”上面，巨大的机械臂从空中伸缩挥舞而过。】 
81049	请母舰各部门工作人员进行最后检查操作，确认无误后，母舰将开始自检程序。 
81050	【雷达通讯系统全面覆盖，已检查确认。】 
81051	【指挥控制中心运行无误，已检查确认。】 
81052	【武器系统平台运行无误，已检查确认。】 
81053	【自检程序已启动，检查进度2%……】 
81054	所有队员的编组已遵照指令安排完成，所分配的任务也都传达至终端。 
81055	嗯，指挥官强调过要准备好一支“执勤小队”待命，也确定人选了吗？ 
81056	已指派给空想和沃克兰。怎么？她们不和我们一起返航？ 
81057	她们另有任务。亚特兰大呢？ 
81058	玛希说让亚特兰大留在母舰待命，顺便陪着乔治。还自言自语说，“两个人里总该有一个好好的吧……”什么外勤任务，听起来有去无回似的。 
81059	你说呢？最危险的地方。 
81060	【十五特遣队母舰指挥控制中心。】
81061	小玛希，马上就可以回家了。激不激动？开不开心？ 
81062	能安全到家的话肯定是开心的……只是这一路，应该不是激动，而是刺激吧。 
81063	想开点，带着男朋友回家势必要经历一番波折的。 
81064	黛安司令~~~ 
81065	干嘛~~你问你的指挥官我说的对不对？ 
81066	嗯，同意……咦？我居然有机会发言了？ 
81067	我能不能放弃这一次台词选择的权利。 
81068	相当坦诚啊，玛希脸都红了~ 
81069	哎呀这么好的机会，为什么要浪费呢。 
81070	不逗你们了，准备完毕你们就该赶快出发了。“母舰”的物资能源可以撑几天？ 
81071	最多五天，但是弹药储备就难说了。要努力避开与方舟交火，就肯定要绕远路，但又要把整个行程控制在五天之内…… 
81072	指挥部已经制定出合适的返航战略，Joyce在传了。另外，这一路上通讯情况很难保证。我会让Joyce转移一部分数据到你们的“母舰”上，跟踪辅助你们。 
81073	是把Joyce借给我们吗？！这，太感谢司令了！ 
81074	别激动，只是一部分~我这边也不太平不可能把Joyce给你的，不过“一部分”已经足够帮你们领路了。 
81075	想完全避开方舟是不可能的，你们躲不过她们的监测。我的姑娘们，做好一级战斗的准备吧。 
81076	可我们的装备…… 
81077	这个问题，我认为麦克斯博士给出了很好的解决方案。 
81078	“帕西原石”可不是放在玻璃柜展览的，它可以解我们的燃眉之急。只要拿到释放其能量的“能源反应链 ”，也就是“源方程式”数据，就能提高我方战舰的武装力量。 
81079	分出一支执勤小队，潜入方舟的临时基地获取“源方程式”数据。 
81080	麦克斯博士确定 “源方程式”数据可以令“帕西原石”的能量释放出来为我们所用吗？虽然知道它蕴含巨大能量，但是完全无从入手，更别提用来升级舰船各项武装和模块效能了。 
81081	我们以前也不是没有派人形去盗取过数据，只是别说获得数据了……一旦被方舟“主服务器”的防御系统攻击感染，她们的数据就会从端脑中枢一步步粉碎融化…… 
81082	那种痛苦……即使知道她们没有灵魂，也…… 
81083	不是我质疑博士的能力，但他现在失忆了真的没问题吗？“主服务器”的系统坚不可摧，一个插件就能成功盗取数据吗？ 
81084	你忘了吗，“方舟”的科技和资源并非她们原有，不过是抢占了人类留给“守卫”的东西。我相信她们还没有智能到改动超越她们本身“科技水平”的东西，尤其是“主服务器”。 
81085	麦克斯博士是“人形守卫者计划”的首席，他对“守卫”的一切了如指掌，这一点毋庸置疑。至于失忆，根据之前的体检数据来看，专业性知识并没有误差。 
81086	人形是他一手创造的，他不会让她们白白牺牲。再说了，这么极品还强大的冷美人拿出的东西，很难不让人信服啊……以前在军部就很想认识他了。 
81087	可惜以前他的保护级别太高，就算以我的权限也接触不到，啧~ 
81088	既然先被我们找到，那么…… 
81089	……（这是什么陈年秘辛？！） 
81090	一直以来我都想问，末世前的“权限”…… 
81091	即使是在末世后仍然限制着我们吗？ 
81092	感谢这些“权限”吧，否则我们将会陷入彻底的秩序崩坏混乱。 
81093	【十五特遣队母舰科研&数据室】 
81094	博士，您就是创造我们的人嘛？ 
81095	准确来说，（并没有抬头，手指飞快地敲击在键盘上）我只是“人形守卫者计划”的成员之一。 
81096	（伸手推了下鼻梁的眼镜）不过……鉴于资料上显示我的职位是“科研首席”，理论上这种说法应该成立。 
81097	哇哦，那您就是我们的“母亲”了！ 
81098	……我们一般称之为“父亲”。 
81099	可是您看起来和指挥官完全不像唉，反而更像我们这些女—— 
81100	拿去！
81101	这是用来攫取“源方程式”数据的插件，想办法插入方舟的硬件设备，不需要你们去入侵系统。进度满值时，一定要及时弹出，不然这就是一块废物了。 
81102	真的吗！？都不需要我们自己去入侵系统，只要插进去拔出来就可以了？！天哪博士，您为什么不早一点出现呢！ 
81103	以前我们也试图去抢过服务器和数据，但我们的权限已经被“主服务器”拒绝，每次侵入就会被“主服务器”抵抗并感染……接着被感染的人形会从“端脑”开始融化。 
81104	其他人只能站在一旁看着她们，没有任何办法，一旦我们触碰到溶液，也会被溶解。 
81105	这个防御也太残忍了吧，有必要这样吗……博士，这是原本的设计，还是方舟她们后期更改的呢？ 
81106	……不记得了。 
81107	好吧……那既然博士可以破解“主服务器”，为什么不把所有数据都提取出来。 
81108	“守卫”主服务器的钥匙不是密码，而是权限。密码每纳秒都会不一样，即使前一秒破解，后一秒仍然会触发“安全防护墙”的反击。 
81109	我只能在有限时间内抵抗住防护墙的攻击，攫取数据。一旦超过那个限度，防护墙就会报警并且粉碎整个插件数据。 
81110	所以才要立刻拔出来？总感觉越是强调某个环节就越是会在这种环节出错啊。 
81111	这位小姐懂的真多。 
81112	没博士懂的多，失忆了还能开挂……哦对了，博士你知道“守卫”为什么会叛变吗？ 
81113	暂时不知道。 
81114	（艾伦•麦克斯不耐烦地回了句，眉头却暗自皱了起来。） 
81115	（“守卫”可以作为人类最后的保护，就说明当时有百分百的把握可以保证人形不会“背叛”，即使背叛，也有相应的后续措施……） 
81116	那好吧，我去通知玛希来取“插件”。 
